Runde,Dato,Dag,Tid,Hjemmelag,Resultat,Bortelag,Bane
6,05.05.2019,søndag,18,Bodø/Glimt,4 - 0,Lillestrøm,Aspmyra stadion
6,05.05.2019,søndag,20,Rosenborg,1 - 0,Sarpsborg 08,Lerkendal stadion
6,06.05.2019,mandag,19,Viking,1 - 1,Vålerenga,Lyse Arena
7,11.05.2019,lørdag,18,Lillestrøm,1 - 1,Rosenborg,Åråsen stadion
7,12.05.2019,søndag,18,Molde,1 - 0,Mjøndalen,Aker stadion
7,12.05.2019,søndag,18,Haugesund,1 - 1,Bodø/Glimt,Haugesund Sparebank Arena
7,12.05.2019,søndag,18,Ranheim TF,1 - 5,Vålerenga,EXTRA Arena
7,12.05.2019,søndag,18,Sarpsborg 08,0 - 1,Kristiansund,Sarpsborg st KG
7,12.05.2019,søndag,18,Tromsø,1 - 2,Odd,Romssa Arena
7,12.05.2019,søndag,20,Stabæk,0 - 1,Brann,Nadderud stadion
7,13.05.2019,mandag,19,Strømsgodset,0 - 0,Viking,Marienlyst stadion
8,16.05.2019,torsdag,18,Rosenborg,0 - 2,Haugesund,Lerkendal stadion
8,16.05.2019,torsdag,18,Brann,2 - 1,Sarpsborg 08,Brann stadion
8,16.05.2019,torsdag,18,Kristiansund,3 - 2,Molde,Nordmøre stadion
8,16.05.2019,torsdag,18,Odd,1 - 0,Ranheim TF,Skagerak Arena
8,16.05.2019,torsdag,18,Tromsø,1 - 2,Bodø/Glimt,Romssa Arena
8,16.05.2019,torsdag,18,Viking,3 - 0,Stabæk,Lyse Arena
8,16.05.2019,torsdag,18,Mjøndalen,2 - 2,Lillestrøm,Consto Arena
8,16.05.2019,torsdag,20,Vålerenga,2 - 0,Strømsgodset,Intility Arena
9,19.05.2019,søndag,18,Rosenborg,3 - 2,Mjøndalen,Lerkendal stadion
9,19.05.2019,søndag,18,Haugesund,0 - 0,Kristiansund,Haugesund Sparebank Arena
9,19.05.2019,søndag,18,Sarpsborg 08,1 - 3,Ranheim TF,Sarpsborg st KG
9,19.05.2019,søndag,18,Lillestrøm,0 - 3,Odd,Åråsen stadion
9,19.05.2019,søndag,18,Strømsgodset,3 - 1,Tromsø,Marienlyst stadion
9,19.05.2019,søndag,20,Bodø/Glimt,1 - 2,Brann,Aspmyra stadion
9,20.05.2019,mandag,19,Molde,5 - 1,Viking,Aker stadion
9,14.08.2019,onsdag,19,Stabæk,1 - 1,Vålerenga,Nadderud stadion
10,25.05.2019,lørdag,18,Vålerenga,0 - 3,Lillestrøm,Intility Arena
10,26.05.2019,søndag,18,Ranheim TF,1 - 0,Strømsgodset,EXTRA Arena
10,26.05.2019,søndag,18,Tromsø,2 - 1,Molde,Romssa Arena
10,26.05.2019,søndag,18,Mjøndalen,1 - 4,Haugesund,Consto Arena
10,26.05.2019,søndag,20,Brann,0 - 1,Rosenborg,Brann stadion
10,10.07.2019,onsdag,19,Odd,2 - 1,Stabæk,Skagerak Arena
10,14.08.2019,onsdag,19,Kristiansund,1 - 2,Bodø/Glimt,Nordmøre stadion
10,14.08.2019,onsdag,19,Viking,2 - 1,Sarpsborg 08,Lyse Arena
11,15.06.2019,lørdag,18,Haugesund,1 - 1,Brann,Haugesund Sparebank Arena
11,16.06.2019,søndag,18,Molde,2 - 0,Ranheim TF,Aker stadion
11,16.06.2019,søndag,18,Sarpsborg 08,2 - 0,Odd,Sarpsborg st KG
11,16.06.2019,søndag,18,Bodø/Glimt,2 - 0,Strømsgodset,Aspmyra stadion
11,16.06.2019,søndag,18,Lillestrøm,0 - 2,Viking,Åråsen stadion
11,16.06.2019,søndag,18,Mjøndalen,1 - 1,Kristiansund,Consto Arena
11,16.06.2019,søndag,20,Rosenborg,3 - 0,Vålerenga,Lerkendal stadion
11,17.06.2019,mandag,19,Stabæk,0 - 1,Tromsø,Nadderud stadion
12,22.06.2019,lørdag,18,Strømsgodset,0 - 4,Molde,Marienlyst stadion
12,23.06.2019,søndag,15,Vålerenga,1 - 1,Sarpsborg 08,Intility Arena
12,23.06.2019,søndag,18,Kristiansund,0 - 1,Stabæk,Nordmøre stadion
12,23.06.2019,søndag,18,Ranheim TF,1 - 1,Mjøndalen,EXTRA Arena
12,23.06.2019,søndag,18,Odd,3 - 1,Haugesund,Skagerak Arena
12,23.06.2019,søndag,18,Tromsø,1 - 0,Rosenborg,Romssa Arena
12,23.06.2019,søndag,18,Viking,3 - 4,Bodø/Glimt,Lyse Arena
12,23.06.2019,søndag,20,Brann,1 - 0,Lillestrøm,Brann stadion
13,29.06.2019,lørdag,18,Rosenborg,1 - 0,Kristiansund,Lerkendal stadion
13,30.06.2019,søndag,18,Haugesund,1 - 4,Vålerenga,Haugesund Sparebank Arena
13,30.06.2019,søndag,18,Bodø/Glimt,3 - 0,Odd,Aspmyra stadion
13,30.06.2019,søndag,18,Lillestrøm,4 - 0,Tromsø,Åråsen stadion
13,30.06.2019,søndag,18,Stabæk,0 - 0,Ranheim TF,Nadderud stadion
13,30.06.2019,søndag,18,Mjøndalen,1 - 1,Viking,Consto Arena
13,30.06.2019,søndag,20,Molde,1 - 1,Brann,Aker stadion
13,01.07.2019,mandag,19,Sarpsborg 08,2 - 2,Strømsgodset,Sarpsborg st KG
14,04.07.2019,torsdag,20,Ranheim TF,2 - 3,Rosenborg,EXTRA Arena
14,05.07.2019,fredag,19,Brann,0 - 0,Mjøndalen,Brann stadion
14,05.07.2019,fredag,19,Kristiansund,5 - 2,Lillestrøm,Nordmøre stadion
14,05.07.2019,fredag,19,Vålerenga,6 - 0,Bodø/Glimt,Intility Arena
14,05.07.2019,fredag,19,Odd,2 - 2,Molde,Skagerak Arena
14,05.07.2019,fredag,19,Tromsø,2 - 0,Sarpsborg 08,Romssa Arena
14,05.07.2019,fredag,19,Strømsgodset,0 - 2,Stabæk,Marienlyst stadion
14,05.07.2019,fredag,21,Viking,0 - 0,Haugesund,Lyse Arena
15,10.04.2019,onsdag,18.3,Molde,4 - 1,Vålerenga,Aker stadion
15,10.04.2019,onsdag,18.3,Brann,2 - 1,Kristiansund,Brann stadion
15,13.07.2019,lørdag,15.3,Rosenborg,5 - 1,Viking,Lerkendal stadion
15,13.07.2019,lørdag,21,Bodø/Glimt,5 - 1,Ranheim TF,Aspmyra stadion
15,14.07.2019,søndag,18,Haugesund,5 - 1,Tromsø,Haugesund Sparebank Arena
15,14.07.2019,søndag,18,Mjøndalen,2 - 0,Odd,Consto Arena
15,14.07.2019,søndag,20,Lillestrøm,2 - 1,Strømsgodset,Åråsen stadion
15,15.07.2019,mandag,19,Stabæk,3 - 3,Sarpsborg 08,Nadderud stadion
16,03.08.2019,lørdag,18,Sarpsborg 08,1 - 1,Rosenborg,Sarpsborg st KG
16,03.08.2019,lørdag,18,Odd,2 - 1,Lillestrøm,Skagerak Arena
16,04.08.2019,søndag,18,Ranheim TF,0 - 3,Brann,EXTRA Arena
16,04.08.2019,søndag,18,Tromsø,2 - 2,Mjøndalen,Romssa Arena
16,04.08.2019,søndag,18,Stabæk,1 - 1,Haugesund,Nadderud stadion
16,04.08.2019,søndag,18,Viking,0 - 2,Molde,Lyse Arena
16,04.08.2019,søndag,20,Vålerenga,1 - 1,Kristiansund,Intility Arena
16,05.08.2019,mandag,19,Strømsgodset,1 - 3,Bodø/Glimt,Marienlyst stadion
17,21.07.2019,søndag,18,Brann,2 - 1,Stabæk,Brann stadion
17,21.07.2019,søndag,20,Molde,2 - 1,Sarpsborg 08,Aker stadion
17,10.08.2019,lørdag,15.3,Rosenborg,5 - 2,Tromsø,Lerkendal stadion
17,11.08.2019,søndag,18,Haugesund,0 - 1,Ranheim TF,Haugesund Sparebank Arena
17,11.08.2019,søndag,18,Kristiansund,1 - 1,Odd,Nordmøre stadion
17,11.08.2019,søndag,18,Bodø/Glimt,2 - 1,Viking,Aspmyra stadion
17,11.08.2019,søndag,20,Strømsgodset,3 - 2,Vålerenga,Marienlyst stadion
17,12.08.2019,mandag,19,Lillestrøm,3 - 2,Mjøndalen,Åråsen stadion
18,17.08.2019,lørdag,18,Odd,1 - 1,Rosenborg,Skagerak Arena
18,18.08.2019,søndag,16,Stabæk,2 - 0,Kristiansund,Nadderud stadion
18,18.08.2019,søndag,18,Vålerenga,1 - 2,Haugesund,Intility Arena
18,18.08.2019,søndag,18,Ranheim TF,2 - 3,Molde,EXTRA Arena
18,18.08.2019,søndag,18,Tromsø,1 - 1,Lillestrøm,Romssa Arena
18,18.08.2019,søndag,18,Mjøndalen,2 - 1,Brann,Consto Arena
18,18.08.2019,søndag,20,Viking,4 - 0,Strømsgodset,Lyse Arena
18,19.08.2019,mandag,19,Sarpsborg 08,1 - 1,Bodø/Glimt,Sarpsborg st KG
19,24.08.2019,lørdag,18,Rosenborg,3 - 2,Stabæk,Lerkendal stadion
19,25.08.2019,søndag,18,Molde,2 - 2,Odd,Aker stadion
19,25.08.2019,søndag,18,Brann,2 - 3,Tromsø,Brann stadion
19,25.08.2019,søndag,18,Haugesund,0 - 2,Lillestrøm,Haugesund Sparebank Arena
19,25.08.2019,søndag,18,Kristiansund,4 - 0,Mjøndalen,Nordmøre stadion
19,25.08.2019,søndag,18,Viking,2 - 2,Ranheim TF,Lyse Arena
19,25.08.2019,søndag,20,Strømsgodset,2 - 1,Sarpsborg 08,Marienlyst stadion
19,26.08.2019,mandag,19,Bodø/Glimt,4 - 0,Vålerenga,Aspmyra stadion
20,30.08.2019,fredag,19,Odd,3 - 1,Bodø/Glimt,Skagerak Arena
20,31.08.2019,lørdag,18,Stabæk,2 - 1,Strømsgodset,Nadderud stadion
20,01.09.2019,søndag,18,Ranheim TF,1 - 2,Kristiansund,EXTRA Arena
20,01.09.2019,søndag,18,Sarpsborg 08,2 - 2,Viking,Sarpsborg st KG
20,01.09.2019,søndag,18,Tromsø,2 - 2,Haugesund,Romssa Arena
20,01.09.2019,søndag,18,Lillestrøm,1 - 3,Brann,Åråsen stadion
20,01.09.2019,søndag,18,Mjøndalen,1 - 3,Molde,Consto Arena
20,01.09.2019,søndag,20,Vålerenga,1 - 1,Rosenborg,Intility Arena
21,14.09.2019,lørdag,18,Rosenborg,3 - 1,Lillestrøm,Lerkendal stadion
21,15.09.2019,søndag,18,Molde,3 - 0,Tromsø,Aker stadion
21,15.09.2019,søndag,18,Haugesund,0 - 0,Mjøndalen,Haugesund Sparebank Arena
21,15.09.2019,søndag,18,Bodø/Glimt,3 - 3,Stabæk,Aspmyra stadion
21,15.09.2019,søndag,18,Strømsgodset,1 - 0,Ranheim TF,Marienlyst stadion
21,15.09.2019,søndag,18,Viking,2 - 0,Odd,Lyse Arena
21,15.09.2019,søndag,20,Kristiansund,1 - 0,Brann,Nordmøre stadion
21,16.09.2019,mandag,19,Sarpsborg 08,1 - 0,Vålerenga,Sarpsborg st KG
22,21.09.2019,lørdag,18,Brann,0 - 0,Haugesund,Brann stadion
22,22.09.2019,søndag,18,Vålerenga,0 - 4,Viking,Intility Arena
22,22.09.2019,søndag,18,Ranheim TF,1 - 1,Bodø/Glimt,EXTRA Arena
22,22.09.2019,søndag,18,Odd,3 - 0,Sarpsborg 08,Skagerak Arena
22,22.09.2019,søndag,18,Tromsø,0 - 1,Strømsgodset,Romssa Arena
22,22.09.2019,søndag,18,Lillestrøm,1 - 1,Kristiansund,Åråsen stadion
22,22.09.2019,søndag,20,Mjøndalen,1 - 2,Rosenborg,Consto Arena
22,23.09.2019,mandag,19,Stabæk,1 - 2,Molde,Nadderud stadion
23,28.09.2019,lørdag,20,Rosenborg,0 - 0,Brann,Lerkendal stadion
23,29.09.2019,søndag,18,Molde,2 - 1,Lillestrøm,Aker stadion
23,29.09.2019,søndag,18,Kristiansund,2 - 2,Haugesund,Nordmøre stadion
23,29.09.2019,søndag,18,Vålerenga,1 - 1,Ranheim TF,Intility Arena
23,29.09.2019,søndag,18,Sarpsborg 08,0 - 0,Stabæk,Sarpsborg st KG
23,29.09.2019,søndag,18,Strømsgodset,2 - 3,Odd,Marienlyst stadion
23,29.09.2019,søndag,20,Bodø/Glimt,4 - 0,Tromsø,Aspmyra stadion
23,30.09.2019,mandag,19,Viking,4 - 1,Mjøndalen,Lyse Arena
24,04.10.2019,fredag,19,Mjøndalen,1 - 1,Strømsgodset,Consto Arena
24,05.10.2019,lørdag,18,Odd,1 - 1,Vålerenga,Skagerak Arena
24,06.10.2019,søndag,18,Haugesund,2 - 1,Rosenborg,Haugesund Sparebank Arena
24,06.10.2019,søndag,18,Ranheim TF,0 - 2,Sarpsborg 08,EXTRA Arena
24,06.10.2019,søndag,18,Tromsø,5 - 0,Kristiansund,Romssa Arena
24,06.10.2019,søndag,18,Lillestrøm,0 - 0,Bodø/Glimt,Åråsen stadion
24,06.10.2019,søndag,18,Stabæk,0 - 0,Viking,Nadderud stadion
24,06.10.2019,søndag,20,Brann,0 - 0,Molde,Brann stadion
25,19.10.2019,lørdag,18,Kristiansund,2 - 2,Rosenborg,Nordmøre stadion
25,19.10.2019,lørdag,20.3,Vålerenga,0 - 2,Stabæk,Intility Arena
25,20.10.2019,søndag,18,Molde,3 - 1,Haugesund,Aker stadion
25,20.10.2019,søndag,18,Ranheim TF,4 - 1,Odd,EXTRA Arena
25,20.10.2019,søndag,18,Strømsgodset,1 - 1,Lillestrøm,Marienlyst stadion
25,20.10.2019,søndag,18,Viking,2 - 1,Tromsø,Lyse Arena
25,20.10.2019,søndag,20,Sarpsborg 08,1 - 1,Brann,Sarpsborg st KG
25,21.10.2019,mandag,19,Bodø/Glimt,0 - 0,Mjøndalen,Aspmyra stadion
26,26.10.2019,lørdag,16,Lillestrøm,0 - 0,Vålerenga,Åråsen stadion
26,27.10.2019,søndag,18,Haugesund,2 - 2,Strømsgodset,Haugesund Sparebank Arena
26,27.10.2019,søndag,18,Kristiansund,4 - 2,Viking,Nordmøre stadion
26,27.10.2019,søndag,18,Tromsø,4 - 2,Ranheim TF,Romssa Arena
26,27.10.2019,søndag,18,Stabæk,0 - 0,Odd,Nadderud stadion
26,27.10.2019,søndag,18,Mjøndalen,0 - 0,Sarpsborg 08,Consto Arena
26,27.10.2019,søndag,20,Rosenborg,3 - 1,Molde,Lerkendal stadion
26,28.10.2019,mandag,19,Brann,1 - 1,Bodø/Glimt,Brann stadion
27,01.11.2019,fredag,19,Strømsgodset,3 - 3,Rosenborg,Marienlyst stadion
27,02.11.2019,lørdag,18.3,Molde,2 - 0,Kristiansund,Aker stadion
27,03.11.2019,søndag,18,Ranheim TF,0 - 2,Stabæk,EXTRA Arena
27,03.11.2019,søndag,18,Sarpsborg 08,3 - 2,Tromsø,Sarpsborg st KG
27,03.11.2019,søndag,18,Bodø/Glimt,2 - 2,Haugesund,Aspmyra stadion
27,03.11.2019,søndag,18,Viking,3 - 0,Lillestrøm,Lyse Arena
27,03.11.2019,søndag,20,Vålerenga,1 - 0,Brann,Intility Arena
27,04.11.2019,mandag,19,Odd,3 - 2,Mjøndalen,Skagerak Arena
28,08.11.2019,fredag,19,Brann,1 - 0,Odd,Brann stadion
28,09.11.2019,lørdag,18,Haugesund,1 - 0,Viking,Haugesund Sparebank Arena
28,10.11.2019,søndag,18,Molde,4 - 0,Strømsgodset,Aker stadion
28,10.11.2019,søndag,18,Kristiansund,4 - 0,Sarpsborg 08,Nordmøre stadion
28,10.11.2019,søndag,18,Tromsø,0 - 0,Vålerenga,Romssa Arena
28,10.11.2019,søndag,18,Lillestrøm,1 - 3,Stabæk,Åråsen stadion
28,10.11.2019,søndag,18,Mjøndalen,3 - 1,Ranheim TF,Consto Arena
28,10.11.2019,søndag,20,Rosenborg,3 - 2,Bodø/Glimt,Lerkendal stadion
29,24.11.2019,søndag,18,Vålerenga,2 - 4,Molde,Intility Arena
29,24.11.2019,søndag,18,Ranheim TF,2 - 1,Lillestrøm,EXTRA Arena
29,24.11.2019,søndag,18,Sarpsborg 08,1 - 1,Haugesund,Sarpsborg st KG
29,24.11.2019,søndag,18,Odd,2 - 1,Tromsø,Skagerak Arena
29,24.11.2019,søndag,18,Bodø/Glimt,3 - 0,Kristiansund,Aspmyra stadion
29,24.11.2019,søndag,18,Strømsgodset,6 - 0,Brann,Marienlyst stadion
29,24.11.2019,søndag,18,Stabæk,4 - 2,Mjøndalen,Nadderud stadion
29,24.11.2019,søndag,18,Viking,2 - 2,Rosenborg,Lyse Arena
30,01.12.2019,søndag,18,Rosenborg,3 - 2,Ranheim TF,Lerkendal stadion
30,01.12.2019,søndag,18,Molde,4 - 2,Bodø/Glimt,Aker stadion
30,01.12.2019,søndag,18,Brann,1 - 5,Viking,Brann stadion
30,01.12.2019,søndag,18,Haugesund,4 - 1,Odd,Haugesund Sparebank Arena
30,01.12.2019,søndag,18,Kristiansund,1 - 2,Strømsgodset,Nordmøre stadion
30,01.12.2019,søndag,18,Tromsø,1 - 1,Stabæk,Romssa Arena
30,01.12.2019,søndag,18,Lillestrøm,0 - 0,Sarpsborg 08,Åråsen stadion
30,01.12.2019,søndag,18,Mjøndalen,1 - 0,Vålerenga,Consto Arena
