Runde,Dato,Dag,Tid,Hjemmelag,Resultat,Bortelag,Bane
14,16.07.2023,søndag,17,Bodø/Glimt,2 - 1,Haugesund,Aspmyra stadion
14,16.07.2023,søndag,17,Lillestrøm,4 - 2,Sandefjord Fotball,Åråsen stadion
14,16.07.2023,søndag,17,Rosenborg,2 - 1,Tromsø,Lerkendal stadion
14,16.07.2023,søndag,17,Sarpsborg 08,2 - 3,HamKam,Sarpsborg st KG
14,16.07.2023,søndag,17,Stabæk,0 - 1,Viking,Nadderud stadion
14,16.07.2023,søndag,19.15,Brann,1 - 0,Strømsgodset,Brann stadion
15,22.07.2023,lørdag,18,Molde,5 - 1,Sarpsborg 08,Aker stadion
15,23.07.2023,søndag,17,HamKam,3 - 2,Stabæk,Briskeby
15,23.07.2023,søndag,17,Haugesund,1 - 0,Lillestrøm,Haugesund Sparebank Arena
15,23.07.2023,søndag,17,Odd,2 - 1,Vålerenga,Skagerak Arena
15,23.07.2023,søndag,17,Sandefjord Fotball,2 - 5,Bodø/Glimt,Jotun Arena
15,23.07.2023,søndag,17,Tromsø,3 - 1,Brann,Romssa Arena
15,23.07.2023,søndag,19.15,Strømsgodset,0 - 1,Rosenborg,Marienlyst stadion
15,24.07.2023,mandag,19,Viking,3 - 1,Aalesund,Lyse Arena
16,29.07.2023,lørdag,15.3,Vålerenga,2 - 3,Sandefjord Fotball,Intility Arena
16,29.07.2023,lørdag,18,Stabæk,0 - 1,Molde,Nadderud stadion
16,30.07.2023,søndag,17,Aalesund,1 - 0,Strømsgodset,Color Line Stadion
16,30.07.2023,søndag,17,Brann,0 - 2,Viking,Brann stadion
16,30.07.2023,søndag,17,Lillestrøm,3 - 1,HamKam,Åråsen stadion
16,30.07.2023,søndag,17,Rosenborg,3 - 2,Odd,Lerkendal stadion
16,30.07.2023,søndag,17,Sarpsborg 08,2 - 1,Haugesund,Sarpsborg st KG
16,30.07.2023,søndag,19.15,Bodø/Glimt,0 - 2,Tromsø,Aspmyra stadion
17,03.05.2023,onsdag,18,Molde,3 - 0,Aalesund,Aker stadion
17,05.08.2023,lørdag,18,Strømsgodset,1 - 3,Vålerenga,Marienlyst stadion
17,06.08.2023,søndag,17,HamKam,0 - 2,Brann,Briskeby
17,06.08.2023,søndag,17,Haugesund,1 - 2,Rosenborg,Haugesund Sparebank Arena
17,06.08.2023,søndag,17,Odd,4 - 0,Stabæk,Skagerak Arena
17,06.08.2023,søndag,17,Sandefjord Fotball,5 - 1,Sarpsborg 08,Jotun Arena
17,06.08.2023,søndag,17,Tromsø,3 - 1,Lillestrøm,Romssa Arena
17,06.08.2023,søndag,19.15,Viking,3 - 2,Bodø/Glimt,Lyse Arena
18,03.05.2023,onsdag,18,Bodø/Glimt,2 - 0,Odd,Aspmyra stadion
18,03.05.2023,onsdag,18,Rosenborg,0 - 2,Brann,Lerkendal stadion
18,12.08.2023,lørdag,16,Sandefjord Fotball,2 - 2,Molde,Jotun Arena
18,12.08.2023,lørdag,18,Sarpsborg 08,1 - 2,Strømsgodset,Sarpsborg st KG
18,13.08.2023,søndag,17,Aalesund,0 - 2,HamKam,Color Line Stadion
18,13.08.2023,søndag,17,Lillestrøm,1 - 3,Viking,Åråsen stadion
18,13.08.2023,søndag,19.15,Vålerenga,1 - 1,Haugesund,Intility Arena
18,30.09.2023,lørdag,15,Stabæk,0 - 1,Tromsø,Nadderud stadion
19,19.08.2023,lørdag,18,Molde,0 - 0,Vålerenga,Aker stadion
19,19.08.2023,lørdag,18,Odd,0 - 3,Sarpsborg 08,Skagerak Arena
19,20.08.2023,søndag,17,Brann,5 - 1,Aalesund,Brann stadion
19,20.08.2023,søndag,17,HamKam,3 - 0,Rosenborg,Briskeby
19,20.08.2023,søndag,17,Haugesund,1 - 3,Bodø/Glimt,Haugesund Sparebank Arena
19,20.08.2023,søndag,17,Tromsø,1 - 0,Sandefjord Fotball,Romssa Arena
19,20.08.2023,søndag,17,Viking,1 - 0,Stabæk,Lyse Arena
19,20.08.2023,søndag,19.15,Strømsgodset,1 - 2,Lillestrøm,Marienlyst stadion
20,26.08.2023,lørdag,18,Sarpsborg 08,4 - 0,Tromsø,Sarpsborg st KG
20,27.08.2023,søndag,17,Sandefjord Fotball,0 - 0,Haugesund,Jotun Arena
20,27.08.2023,søndag,17,Vålerenga,2 - 2,Odd,Intility Arena
20,27.08.2023,søndag,19.15,Rosenborg,4 - 0,Aalesund,Lerkendal stadion
20,01.10.2023,søndag,15,Lillestrøm,0 - 2,Brann,Åråsen stadion
20,01.10.2023,søndag,17,Molde,4 - 0,Viking,Aker stadion
20,01.10.2023,søndag,19.15,Bodø/Glimt,2 - 0,Strømsgodset,Aspmyra stadion
20,04.10.2023,onsdag,19,Stabæk,5 - 2,HamKam,Nadderud stadion
21,02.09.2023,lørdag,18,Viking,1 - 1,Vålerenga,Lyse Arena
21,03.09.2023,søndag,17,Aalesund,1 - 1,Lillestrøm,Color Line Stadion
21,03.09.2023,søndag,17,Brann,1 - 0,Sarpsborg 08,Brann stadion
21,03.09.2023,søndag,17,Haugesund,1 - 2,Molde,Haugesund Sparebank Arena
21,03.09.2023,søndag,17,Odd,3 - 2,Sandefjord Fotball,Skagerak Arena
21,03.09.2023,søndag,17,Strømsgodset,2 - 1,Stabæk,Marienlyst stadion
21,03.09.2023,søndag,17,Tromsø,3 - 1,Rosenborg,Romssa Arena
21,03.09.2023,søndag,19.15,HamKam,4 - 4,Bodø/Glimt,Briskeby
22,16.09.2023,lørdag,18,Haugesund,0 - 2,Viking,Haugesund Sparebank Arena
22,16.09.2023,lørdag,18,Molde,4 - 1,Odd,Aker stadion
22,16.09.2023,lørdag,18,Sandefjord Fotball,2 - 0,Strømsgodset,Jotun Arena
22,17.09.2023,søndag,17,Rosenborg,1 - 1,Bodø/Glimt,Lerkendal stadion
22,17.09.2023,søndag,17,Sarpsborg 08,3 - 1,Lillestrøm,Sarpsborg st KG
22,17.09.2023,søndag,17,Stabæk,0 - 1,Brann,Nadderud stadion
22,17.09.2023,søndag,17,Tromsø,2 - 1,HamKam,Romssa Arena
22,17.09.2023,søndag,19.15,Vålerenga,3 - 1,Aalesund,Intility Arena
23,23.09.2023,lørdag,18,Aalesund,1 - 1,Stabæk,Color Line Stadion
23,24.09.2023,søndag,17,Bodø/Glimt,4 - 2,Vålerenga,Aspmyra stadion
23,24.09.2023,søndag,17,HamKam,1 - 1,Sarpsborg 08,Briskeby
23,24.09.2023,søndag,17,Lillestrøm,3 - 0,Rosenborg,Åråsen stadion
23,24.09.2023,søndag,17,Odd,1 - 1,Haugesund,Skagerak Arena
23,24.09.2023,søndag,17,Strømsgodset,1 - 1,Molde,Marienlyst stadion
23,24.09.2023,søndag,17,Viking,4 - 3,Sandefjord Fotball,Lyse Arena
23,24.09.2023,søndag,19.15,Brann,2 - 1,Tromsø,Brann stadion
24,07.10.2023,lørdag,18,Odd,1 - 1,Viking,Skagerak Arena
24,08.10.2023,søndag,17,Haugesund,1 - 0,Strømsgodset,Haugesund Sparebank Arena
24,08.10.2023,søndag,17,Molde,1 - 3,Bodø/Glimt,Aker stadion
24,08.10.2023,søndag,17,Sandefjord Fotball,0 - 1,HamKam,Jotun Arena
24,08.10.2023,søndag,17,Sarpsborg 08,5 - 2,Rosenborg,Sarpsborg st KG
24,08.10.2023,søndag,17,Stabæk,1 - 0,Lillestrøm,Nadderud stadion
24,08.10.2023,søndag,17,Tromsø,1 - 2,Aalesund,Romssa Arena
24,08.10.2023,søndag,19.15,Vålerenga,1 - 2,Brann,Intility Arena
25,21.10.2023,lørdag,15,Bodø/Glimt,4 - 3,Sandefjord Fotball,Aspmyra stadion
25,21.10.2023,lørdag,18,Brann,3 - 2,Molde,Brann stadion
25,22.10.2023,søndag,14.3,Lillestrøm,2 - 0,Vålerenga,Åråsen stadion
25,22.10.2023,søndag,17,Aalesund,3 - 2,Sarpsborg 08,Color Line Stadion
25,22.10.2023,søndag,17,HamKam,0 - 3,Haugesund,Briskeby
25,22.10.2023,søndag,17,Rosenborg,1 - 1,Stabæk,Lerkendal stadion
25,22.10.2023,søndag,17,Strømsgodset,3 - 1,Odd,Marienlyst stadion
25,22.10.2023,søndag,19.15,Viking,3 - 4,Tromsø,Lyse Arena
26,28.10.2023,lørdag,18,Haugesund,6 - 1,Aalesund,Haugesund Sparebank Arena
26,29.10.2023,søndag,17,Odd,2 - 0,HamKam,Skagerak Arena
26,29.10.2023,søndag,17,Sandefjord Fotball,1 - 1,Brann,Jotun Arena
26,29.10.2023,søndag,17,Sarpsborg 08,2 - 2,Stabæk,Sarpsborg st KG
26,29.10.2023,søndag,17,Strømsgodset,1 - 0,Viking,Marienlyst stadion
26,29.10.2023,søndag,19.13,Vålerenga,1 - 3,Rosenborg,Intility Arena
26,30.10.2023,mandag,18.3,Bodø/Glimt,3 - 1,Lillestrøm,Aspmyra stadion
26,30.10.2023,mandag,21,Molde,1 - 4,Tromsø,Aker stadion
27,04.11.2023,lørdag,18,HamKam,3 - 0,Viking,Briskeby
27,05.11.2023,søndag,17,Brann,2 - 1,Odd,Brann stadion
27,05.11.2023,søndag,17,Lillestrøm,1 - 0,Haugesund,Åråsen stadion
27,05.11.2023,søndag,17,Rosenborg,3 - 1,Molde,Lerkendal stadion
27,05.11.2023,søndag,17,Sarpsborg 08,3 - 2,Vålerenga,Sarpsborg st KG
27,05.11.2023,søndag,17,Stabæk,0 - 4,Bodø/Glimt,Nadderud stadion
27,05.11.2023,søndag,19.15,Tromsø,0 - 1,Strømsgodset,Romssa Arena
27,06.11.2023,mandag,19,Aalesund,0 - 3,Sandefjord Fotball,Color Line Stadion
28,11.11.2023,lørdag,18,Haugesund,0 - 2,Brann,Haugesund Sparebank Arena
28,12.11.2023,søndag,17,Bodø/Glimt,1 - 0,Aalesund,Aspmyra stadion
28,12.11.2023,søndag,17,Odd,1 - 2,Tromsø,Skagerak Arena
28,12.11.2023,søndag,17,Sandefjord Fotball,3 - 2,Rosenborg,Jotun Arena
28,12.11.2023,søndag,17,Strømsgodset,0 - 1,HamKam,Marienlyst stadion
28,12.11.2023,søndag,17,Viking,2 - 1,Sarpsborg 08,Lyse Arena
28,12.11.2023,søndag,17,Vålerenga,0 - 0,Stabæk,Intility Arena
28,12.11.2023,søndag,19.15,Molde,4 - 0,Lillestrøm,Aker stadion
29,26.11.2023,søndag,17,Aalesund,0 - 4,Viking,Color Line Stadion
29,26.11.2023,søndag,17,Brann,4 - 2,Bodø/Glimt,Brann stadion
29,26.11.2023,søndag,17,HamKam,0 - 2,Vålerenga,Briskeby
29,26.11.2023,søndag,17,Lillestrøm,4 - 4,Odd,Åråsen stadion
29,26.11.2023,søndag,17,Rosenborg,1 - 3,Strømsgodset,Lerkendal stadion
29,26.11.2023,søndag,17,Sarpsborg 08,1 - 3,Molde,Sarpsborg st KG
29,26.11.2023,søndag,17,Stabæk,2 - 1,Sandefjord Fotball,Nadderud stadion
29,26.11.2023,søndag,17,Tromsø,2 - 1,Haugesund,Romssa Arena
30,03.12.2023,søndag,17,Bodø/Glimt,2 - 0,Sarpsborg 08,Aspmyra stadion
30,03.12.2023,søndag,17,Haugesund,3 - 0,Stabæk,Haugesund Sparebank Arena
30,03.12.2023,søndag,17,Molde,1 - 1,HamKam,Aker stadion
30,03.12.2023,søndag,17,Odd,4 - 1,Aalesund,Skagerak Arena
30,03.12.2023,søndag,17,Sandefjord Fotball,1 - 0,Lillestrøm,Jotun Arena
30,03.12.2023,søndag,17,Strømsgodset,3 - 0,Brann,Marienlyst stadion
30,03.12.2023,søndag,17,Viking,1 - 5,Rosenborg,Lyse Arena
30,03.12.2023,søndag,17,Vålerenga,1 - 1,Tromsø,Intility Arena
