Runde,Dato,Dag,Tid,Hjemmelag,Resultat,Bortelag,Bane
18,10.08.2024,lørdag,18,Viking,1 - 1,Bodø/Glimt,Lyse Arena
18,11.08.2024,søndag,17,KFUM,1 - 0,Rosenborg,KFUM-Arena
18,11.08.2024,søndag,17,Odd,1 - 1,Sarpsborg 08,Skagerak Arena
18,11.08.2024,søndag,19.15,Lillestrøm,1 - 2,Molde,Åråsen stadion
19,29.05.2024,onsdag,19,Bodø/Glimt,1 - 1,Sandefjord Fotball,Aspmyra stadion
19,17.08.2024,lørdag,18,Strømsgodset,3 - 2,Lillestrøm,Marienlyst stadion
19,18.08.2024,søndag,14.3,Fredrikstad,0 - 4,Brann,Fredrikstad stadion
19,18.08.2024,søndag,17,HamKam,1 - 0,Odd,Briskeby
19,18.08.2024,søndag,17,KFUM,0 - 1,Tromsø,KFUM-Arena
19,18.08.2024,søndag,17,Sarpsborg 08,2 - 2,Haugesund,Sarpsborg st KG
19,18.08.2024,søndag,19.15,Rosenborg,2 - 1,Viking,Lerkendal stadion
19,18.09.2024,onsdag,18,Kristiansund,0 - 4,Molde,Nordmøre stadion
20,24.08.2024,lørdag,16,Bodø/Glimt,6 - 0,Sarpsborg 08,Aspmyra stadion
20,25.08.2024,søndag,14.3,Lillestrøm,0 - 1,Tromsø,Åråsen stadion
20,25.08.2024,søndag,17,Haugesund,1 - 0,Fredrikstad,Haugesund Sparebank Arena
20,25.08.2024,søndag,17,Molde,3 - 0,HamKam,Aker stadion
20,25.08.2024,søndag,17,Sandefjord Fotball,1 - 0,Kristiansund,Jotun Arena
20,25.08.2024,søndag,17,Viking,5 - 2,Strømsgodset,Lyse Arena
20,25.08.2024,søndag,19.15,Odd,1 - 3,Rosenborg,Skagerak Arena
20,18.09.2024,onsdag,19,Brann,2 - 0,KFUM,Brann stadion
21,30.08.2024,fredag,19,KFUM,2 - 0,Lillestrøm,KFUM-Arena
21,31.08.2024,lørdag,18,Fredrikstad,2 - 0,Odd,Fredrikstad stadion
21,01.09.2024,søndag,17,HamKam,1 - 1,Sandefjord Fotball,Briskeby
21,01.09.2024,søndag,17,Kristiansund,2 - 2,Haugesund,Nordmøre stadion
21,01.09.2024,søndag,17,Rosenborg,2 - 1,Molde,Lerkendal stadion
21,01.09.2024,søndag,17,Strømsgodset,0 - 1,Bodø/Glimt,Marienlyst stadion
21,01.09.2024,søndag,17,Tromsø,2 - 2,Viking,Romssa Arena
21,01.09.2024,søndag,19.15,Brann,1 - 3,Sarpsborg 08,Brann stadion
22,13.09.2024,fredag,19,Bodø/Glimt,3 - 0,HamKam,Aspmyra stadion
22,14.09.2024,lørdag,16,Viking,1 - 0,KFUM,Lyse Arena
22,14.09.2024,lørdag,18,Molde,6 - 1,Fredrikstad,Aker stadion
22,15.09.2024,søndag,14.3,Odd,1 - 0,Tromsø,Skagerak Arena
22,15.09.2024,søndag,17,Haugesund,0 - 0,Strømsgodset,Haugesund Sparebank Arena
22,15.09.2024,søndag,17,Sandefjord Fotball,2 - 2,Brann,Jotun Arena
22,15.09.2024,søndag,17,Sarpsborg 08,0 - 2,Kristiansund,Sarpsborg st KG
22,15.09.2024,søndag,19.15,Lillestrøm,1 - 1,Rosenborg,Åråsen stadion
23,21.09.2024,lørdag,16,Strømsgodset,2 - 1,Sarpsborg 08,Marienlyst stadion
23,21.09.2024,lørdag,18,HamKam,5 - 0,Lillestrøm,Briskeby
23,22.09.2024,søndag,14.3,Brann,4 - 1,Bodø/Glimt,Brann stadion
23,22.09.2024,søndag,17,Kristiansund,0 - 0,Odd,Nordmøre stadion
23,22.09.2024,søndag,17,Rosenborg,4 - 0,Haugesund,Lerkendal stadion
23,22.09.2024,søndag,17,Tromsø,3 - 0,Sandefjord Fotball,Romssa Arena
23,22.09.2024,søndag,19.15,Fredrikstad,3 - 2,Viking,Fredrikstad stadion
23,23.09.2024,mandag,19,KFUM,1 - 1,Molde,KFUM-Arena
24,28.09.2024,lørdag,14,Molde,5 - 3,Tromsø,Aker stadion
24,28.09.2024,lørdag,18,Haugesund,0 - 1,Brann,Haugesund Sparebank Arena
24,28.09.2024,lørdag,20,Sarpsborg 08,0 - 1,Fredrikstad,Sarpsborg st KG
24,29.09.2024,søndag,14.3,Strømsgodset,1 - 1,HamKam,Marienlyst stadion
24,29.09.2024,søndag,17,Bodø/Glimt,4 - 0,Kristiansund,Aspmyra stadion
24,29.09.2024,søndag,17,Lillestrøm,1 - 4,Viking,Åråsen stadion
24,29.09.2024,søndag,17,Odd,1 - 3,KFUM,Skagerak Arena
24,29.09.2024,søndag,19.15,Sandefjord Fotball,0 - 1,Rosenborg,Jotun Arena
25,19.10.2024,lørdag,16,Molde,0 - 1,Sandefjord Fotball,Aker stadion
25,19.10.2024,lørdag,18,Tromsø,0 - 0,Bodø/Glimt,Romssa Arena
25,20.10.2024,søndag,14.3,Rosenborg,1 - 2,Brann,Lerkendal stadion
25,20.10.2024,søndag,17,HamKam,0 - 2,Sarpsborg 08,Briskeby
25,20.10.2024,søndag,17,KFUM,0 - 0,Haugesund,KFUM-Arena
25,20.10.2024,søndag,17,Kristiansund,0 - 0,Strømsgodset,Nordmøre stadion
25,20.10.2024,søndag,17,Viking,3 - 3,Odd,Lyse Arena
25,20.10.2024,søndag,19.15,Fredrikstad,2 - 1,Lillestrøm,Fredrikstad stadion
26,26.10.2024,lørdag,18,Strømsgodset,2 - 0,Fredrikstad,Marienlyst stadion
26,27.10.2024,søndag,17,HamKam,1 - 0,Kristiansund,Briskeby
26,27.10.2024,søndag,17,Haugesund,0 - 3,Molde,Haugesund Sparebank Arena
26,27.10.2024,søndag,17,Lillestrøm,3 - 0,Odd,Åråsen stadion
26,27.10.2024,søndag,17,Sandefjord Fotball,2 - 1,KFUM,Jotun Arena
26,27.10.2024,søndag,17,Sarpsborg 08,1 - 2,Viking,Sarpsborg st KG
26,27.10.2024,søndag,19.15,Brann,4 - 0,Tromsø,Brann stadion
26,28.10.2024,mandag,19,Bodø/Glimt,2 - 3,Rosenborg,Aspmyra stadion
27,02.11.2024,lørdag,18,Viking,3 - 2,Sandefjord Fotball,Lyse Arena
27,03.11.2024,søndag,17,Fredrikstad,1 - 1,Kristiansund,Fredrikstad stadion
27,03.11.2024,søndag,17,KFUM,1 - 2,Sarpsborg 08,KFUM-Arena
27,03.11.2024,søndag,17,Lillestrøm,0 - 1,Haugesund,Åråsen stadion
27,03.11.2024,søndag,17,Molde,3 - 3,Bodø/Glimt,Aker stadion
27,03.11.2024,søndag,17,Odd,0 - 3,Brann,Skagerak Arena
27,03.11.2024,søndag,17,Tromsø,3 - 3,HamKam,Romssa Arena
27,03.11.2024,søndag,19.15,Rosenborg,1 - 0,Strømsgodset,Lerkendal stadion
28,09.11.2024,lørdag,18,Brann,2 - 1,Lillestrøm,Brann stadion
28,10.11.2024,søndag,17,HamKam,0 - 2,Rosenborg,Briskeby
28,10.11.2024,søndag,17,Haugesund,2 - 0,Tromsø,Haugesund Sparebank Arena
28,10.11.2024,søndag,17,Kristiansund,0 - 1,Viking,Nordmøre stadion
28,10.11.2024,søndag,17,Sandefjord Fotball,1 - 0,Odd,Jotun Arena
28,10.11.2024,søndag,17,Sarpsborg 08,2 - 2,Molde,Sarpsborg st KG
28,10.11.2024,søndag,17,Strømsgodset,1 - 0,KFUM,Marienlyst stadion
28,10.11.2024,søndag,19.15,Bodø/Glimt,2 - 2,Fredrikstad,Aspmyra stadion
29,23.11.2024,lørdag,17,Fredrikstad,1 - 0,HamKam,Fredrikstad stadion
29,23.11.2024,lørdag,17,KFUM,1 - 2,Kristiansund,KFUM-Arena
29,23.11.2024,lørdag,17,Lillestrøm,0 - 3,Sandefjord Fotball,Åråsen stadion
29,23.11.2024,lørdag,17,Molde,2 - 1,Brann,Aker stadion
29,23.11.2024,lørdag,17,Odd,0 - 2,Bodø/Glimt,Skagerak Arena
29,23.11.2024,lørdag,17,Rosenborg,1 - 1,Sarpsborg 08,Lerkendal stadion
29,23.11.2024,lørdag,17,Tromsø,2 - 0,Strømsgodset,Romssa Arena
29,23.11.2024,lørdag,17,Viking,5 - 1,Haugesund,Lyse Arena
30,01.12.2024,søndag,17,Bodø/Glimt,5 - 2,Lillestrøm,Aspmyra stadion
30,01.12.2024,søndag,17,Brann,1 - 1,Viking,Brann stadion
30,01.12.2024,søndag,17,HamKam,0 - 2,KFUM,Briskeby
30,01.12.2024,søndag,17,Haugesund,2 - 1,Odd,Haugesund Sparebank Arena
30,01.12.2024,søndag,17,Kristiansund,0 - 4,Rosenborg,Nordmøre stadion
30,01.12.2024,søndag,17,Sandefjord Fotball,0 - 1,Fredrikstad,Jotun Arena
30,01.12.2024,søndag,17,Sarpsborg 08,2 - 1,Tromsø,Sarpsborg st KG
30,01.12.2024,søndag,17,Strømsgodset,1 - 0,Molde,Marienlyst stadion
