season,round,date,home_team,away_team,home_goals,away_goals,home_win,draw,away_win
2020,17,13.09.2020,Strømsgodset,Rosenborg,3,3,0,1,0
2020,17,13.09.2020,Mjøndalen,Sandefjord Fotball,0,2,0,0,1
2020,17,13.09.2020,Vålerenga,Brann,5,1,1,0,0
2020,18,19.09.2020,Vålerenga,Molde,2,1,1,0,0
2020,18,19.09.2020,Sarpsborg 08,Mjøndalen,2,0,1,0,0
2020,18,20.09.2020,Sandefjord Fotball,Strømsgodset,0,0,0,1,0
2020,18,20.09.2020,Viking,Aalesund,5,2,1,0,0
2020,18,20.09.2020,Brann,Bodø/Glimt,1,3,0,0,1
2020,18,20.09.2020,Rosenborg,Haugesund,2,1,1,0,0
2020,18,20.09.2020,Start,Kristiansund,1,2,0,0,1
2020,18,20.09.2020,Odd,Stabæk,2,0,1,0,0
2020,19,26.09.2020,Molde,Sandefjord Fotball,0,1,0,0,1
2020,19,26.09.2020,Strømsgodset,Sarpsborg 08,0,0,0,1,0
2020,19,27.09.2020,Kristiansund,Brann,1,1,0,1,0
2020,19,27.09.2020,Haugesund,Odd,4,4,0,1,0
2020,19,27.09.2020,Stabæk,Start,2,0,1,0,0
2020,19,27.09.2020,Aalesund,Rosenborg,1,2,0,0,1
2020,19,27.09.2020,Mjøndalen,Viking,1,2,0,0,1
2020,19,27.09.2020,Bodø/Glimt,Vålerenga,2,0,1,0,0
2020,20,03.10.2020,Sarpsborg 08,Stabæk,4,0,1,0,0
2020,20,03.10.2020,Vålerenga,Mjøndalen,4,1,1,0,0
2020,20,04.10.2020,Viking,Strømsgodset,2,2,0,1,0
2020,20,04.10.2020,Brann,Molde,1,2,0,0,1
2020,20,04.10.2020,Aalesund,Kristiansund,1,2,0,0,1
2020,20,04.10.2020,Start,Haugesund,5,1,1,0,0
2020,20,04.10.2020,Bodø/Glimt,Sandefjord Fotball,2,1,1,0,0
2020,20,04.10.2020,Rosenborg,Odd,4,1,1,0,0
2020,21,17.10.2020,Mjøndalen,Brann,2,0,1,0,0
2020,21,17.10.2020,Molde,Bodø/Glimt,4,2,1,0,0
2020,21,18.10.2020,Kristiansund,Rosenborg,0,0,0,1,0
2020,21,18.10.2020,Haugesund,Sarpsborg 08,2,0,1,0,0
2020,21,18.10.2020,Stabæk,Aalesund,4,0,1,0,0
2020,21,18.10.2020,Strømsgodset,Start,1,1,0,1,0
2020,21,18.10.2020,Sandefjord Fotball,Vålerenga,0,3,0,0,1
2020,21,04.11.2020,Odd,Viking,3,0,1,0,0
2020,22,24.10.2020,Start,Sandefjord Fotball,0,1,0,0,1
2020,22,24.10.2020,Brann,Stabæk,1,1,0,1,0
2020,22,25.10.2020,Molde,Strømsgodset,2,1,1,0,0
2020,22,25.10.2020,Vålerenga,Kristiansund,1,1,0,1,0
2020,22,25.10.2020,Sarpsborg 08,Rosenborg,1,2,0,0,1
2020,22,25.10.2020,Aalesund,Odd,0,3,0,0,1
2020,22,25.10.2020,Bodø/Glimt,Mjøndalen,2,0,1,0,0
2020,22,27.10.2020,Viking,Haugesund,0,1,0,0,1
2020,23,31.10.2020,Odd,Sarpsborg 08,1,1,0,1,0
2020,23,31.10.2020,Haugesund,Aalesund,0,1,0,0,1
2020,23,01.11.2020,Mjøndalen,Molde,1,3,0,0,1
2020,23,01.11.2020,Rosenborg,Start,1,0,1,0,0
2020,23,01.11.2020,Kristiansund,Bodø/Glimt,2,3,0,0,1
2020,23,01.11.2020,Stabæk,Viking,1,1,0,1,0
2020,23,01.11.2020,Sandefjord Fotball,Brann,3,3,0,1,0
2020,23,01.11.2020,Strømsgodset,Vålerenga,0,2,0,0,1
2020,24,07.11.2020,Mjøndalen,Strømsgodset,3,0,1,0,0
2020,24,07.11.2020,Brann,Haugesund,1,2,0,0,1
2020,24,08.11.2020,Molde,Kristiansund,2,2,0,1,0
2020,24,08.11.2020,Bodø/Glimt,Aalesund,7,0,1,0,0
2020,24,08.11.2020,Viking,Rosenborg,3,0,1,0,0
2020,24,08.11.2020,Sandefjord Fotball,Stabæk,0,0,0,1,0
2020,24,08.11.2020,Start,Sarpsborg 08,3,2,1,0,0
2020,24,08.11.2020,Vålerenga,Odd,2,0,1,0,0
2020,25,21.11.2020,Stabæk,Molde,0,3,0,0,1
2020,25,21.11.2020,Aalesund,Vålerenga,1,1,0,1,0
2020,25,22.11.2020,Odd,Start,1,2,0,0,1
2020,25,22.11.2020,Kristiansund,Mjøndalen,1,0,1,0,0
2020,25,22.11.2020,Haugesund,Sandefjord Fotball,3,2,1,0,0
2020,25,22.11.2020,Sarpsborg 08,Viking,1,2,0,0,1
2020,25,22.11.2020,Strømsgodset,Bodø/Glimt,1,2,0,0,1
2020,25,24.11.2020,Rosenborg,Brann,2,3,0,0,1
2020,26,28.11.2020,Viking,Start,4,1,1,0,0
2020,26,28.11.2020,Brann,Aalesund,3,1,1,0,0
2020,26,29.11.2020,Molde,Haugesund,3,1,1,0,0
2020,26,29.11.2020,Bodø/Glimt,Rosenborg,5,1,1,0,0
2020,26,29.11.2020,Kristiansund,Strømsgodset,2,1,1,0,0
2020,26,29.11.2020,Mjøndalen,Stabæk,0,1,0,0,1
2020,26,29.11.2020,Vålerenga,Sarpsborg 08,1,1,0,1,0
2020,26,13.12.2020,Sandefjord Fotball,Odd,1,1,0,1,0
2020,27,02.12.2020,Viking,Brann,2,0,1,0,0
2020,27,02.12.2020,Haugesund,Mjøndalen,1,1,0,1,0
2020,27,02.12.2020,Sarpsborg 08,Kristiansund,1,1,0,1,0
2020,27,02.12.2020,Aalesund,Sandefjord Fotball,0,1,0,0,1
2020,27,02.12.2020,Start,Bodø/Glimt,1,1,0,1,0
2020,27,02.12.2020,Stabæk,Vålerenga,1,1,0,1,0
2020,27,13.12.2020,Rosenborg,Molde,3,1,1,0,0
2020,27,19.12.2020,Odd,Strømsgodset,1,3,0,0,1
2020,28,06.12.2020,Bodø/Glimt,Stabæk,5,2,1,0,0
2020,28,06.12.2020,Brann,Sarpsborg 08,1,1,0,1,0
2020,28,06.12.2020,Strømsgodset,Haugesund,2,2,0,1,0
2020,28,06.12.2020,Mjøndalen,Start,1,0,1,0,0
2020,28,06.12.2020,Sandefjord Fotball,Viking,2,2,0,1,0
2020,28,06.12.2020,Molde,Aalesund,2,1,1,0,0
2020,28,07.12.2020,Vålerenga,Rosenborg,1,0,1,0,0
2020,28,09.12.2020,Kristiansund,Odd,4,3,1,0,0
2020,29,09.12.2020,Haugesund,Bodø/Glimt,0,4,0,0,1
2020,29,09.12.2020,Sarpsborg 08,Sandefjord Fotball,0,0,0,1,0
2020,29,09.12.2020,Aalesund,Strømsgodset,1,4,0,0,1
2020,29,09.12.2020,Start,Brann,1,1,0,1,0
2020,29,10.12.2020,Rosenborg,Mjøndalen,1,0,1,0,0
2020,29,10.12.2020,Viking,Vålerenga,2,2,0,1,0
2020,29,13.12.2020,Stabæk,Kristiansund,2,2,0,1,0
2020,29,16.12.2020,Odd,Molde,1,4,0,0,1
2020,30,19.12.2020,Molde,Sarpsborg 08,5,0,1,0,0
2020,30,19.12.2020,Bodø/Glimt,Viking,3,0,1,0,0
2020,30,22.12.2020,Kristiansund,Haugesund,1,3,0,0,1
2020,30,22.12.2020,Brann,Odd,2,1,1,0,0
2020,30,22.12.2020,Vålerenga,Start,4,0,1,0,0
2020,30,22.12.2020,Strømsgodset,Stabæk,0,4,0,0,1
2020,30,22.12.2020,Mjøndalen,Aalesund,3,0,1,0,0
2020,30,22.12.2020,Sandefjord Fotball,Rosenborg,0,0,0,1,0
2024,1,31.03.2024,Odd,Haugesund,1,2,0,0,1
2024,1,01.04.2024,Fredrikstad,Bodø/Glimt,0,2,0,0,1
2024,1,01.04.2024,Lillestrøm,Kristiansund,2,3,0,0,1
2024,1,01.04.2024,Molde,Strømsgodset,4,0,1,0,0
2024,1,01.04.2024,Rosenborg,Sandefjord Fotball,2,0,1,0,0
2024,1,01.04.2024,Tromsø,Brann,2,4,0,0,1
2024,1,01.04.2024,Viking,Sarpsborg 08,1,0,1,0,0
2024,1,02.04.2024,KFUM,HamKam,1,1,0,1,0
2024,2,06.04.2024,Bodø/Glimt,Viking,1,0,1,0,0
2024,2,07.04.2024,Kristiansund,KFUM,1,1,0,1,0
2024,2,07.04.2024,HamKam,Molde,0,1,0,0,1
2024,2,07.04.2024,Haugesund,Lillestrøm,0,2,0,0,1
2024,2,07.04.2024,Sarpsborg 08,Odd,0,1,0,0,1
2024,2,07.04.2024,Strømsgodset,Rosenborg,1,0,1,0,0
2024,2,07.04.2024,Brann,Fredrikstad,0,2,0,0,1
2024,2,03.07.2024,Sandefjord Fotball,Tromsø,1,2,0,0,1
2024,3,13.04.2024,Fredrikstad,Sarpsborg 08,2,2,0,1,0
2024,3,14.04.2024,Viking,Brann,1,1,0,1,0
2024,3,14.04.2024,Molde,Kristiansund,2,0,1,0,0
2024,3,14.04.2024,Odd,Sandefjord Fotball,2,2,0,1,0
2024,3,14.04.2024,Rosenborg,HamKam,1,0,1,0,0
2024,3,14.04.2024,Tromsø,Haugesund,0,1,0,0,1
2024,3,14.04.2024,Lillestrøm,Bodø/Glimt,0,5,0,0,1
2024,3,16.04.2024,KFUM,Strømsgodset,1,3,0,0,1
2024,4,21.04.2024,HamKam,Strømsgodset,0,1,0,0,1
2024,4,21.04.2024,Brann,Odd,2,0,1,0,0
2024,4,21.04.2024,Haugesund,Rosenborg,1,3,0,0,1
2024,4,21.04.2024,Kristiansund,Tromsø,1,0,1,0,0
2024,4,21.04.2024,Sandefjord Fotball,Lillestrøm,0,1,0,0,1
2024,4,21.04.2024,Sarpsborg 08,KFUM,0,2,0,0,1
2024,4,21.04.2024,Viking,Fredrikstad,1,1,0,1,0
2024,4,21.04.2024,Bodø/Glimt,Molde,1,1,0,1,0
2024,5,27.04.2024,Rosenborg,Bodø/Glimt,1,3,0,0,1
2024,5,28.04.2024,Fredrikstad,Sandefjord Fotball,1,0,1,0,0
2024,5,28.04.2024,KFUM,Brann,0,0,0,1,0
2024,5,28.04.2024,Lillestrøm,HamKam,1,1,0,1,0
2024,5,28.04.2024,Molde,Haugesund,2,1,1,0,0
2024,5,28.04.2024,Strømsgodset,Kristiansund,2,2,0,1,0
2024,5,28.04.2024,Tromsø,Sarpsborg 08,0,3,0,0,1
2024,5,28.04.2024,Odd,Viking,3,3,0,1,0
2024,6,04.05.2024,Brann,Rosenborg,3,0,1,0,0
2024,6,05.05.2024,Bodø/Glimt,Strømsgodset,1,0,1,0,0
2024,6,05.05.2024,Haugesund,KFUM,0,1,0,0,1
2024,6,05.05.2024,Kristiansund,HamKam,1,1,0,1,0
2024,6,05.05.2024,Odd,Fredrikstad,0,2,0,0,1
2024,6,05.05.2024,Sandefjord Fotball,Molde,3,1,1,0,0
2024,6,05.05.2024,Sarpsborg 08,Lillestrøm,1,0,1,0,0
2024,6,05.05.2024,Viking,Tromsø,2,1,1,0,0
2024,7,11.05.2024,Molde,Rosenborg,2,2,0,1,0
2024,7,12.05.2024,Kristiansund,Bodø/Glimt,2,4,0,0,1
2024,7,12.05.2024,HamKam,Haugesund,2,2,0,1,0
2024,7,12.05.2024,KFUM,Fredrikstad,1,4,0,0,1
2024,7,12.05.2024,Sandefjord Fotball,Sarpsborg 08,4,1,1,0,0
2024,7,12.05.2024,Strømsgodset,Viking,0,1,0,0,1
2024,7,12.05.2024,Tromsø,Odd,4,0,1,0,0
2024,7,12.05.2024,Lillestrøm,Brann,0,2,0,0,1
2024,8,16.05.2024,Bodø/Glimt,Tromsø,4,0,1,0,0
2024,8,16.05.2024,Brann,Sandefjord Fotball,2,1,1,0,0
2024,8,16.05.2024,Fredrikstad,Strømsgodset,4,1,1,0,0
2024,8,16.05.2024,Haugesund,Kristiansund,1,0,1,0,0
2024,8,16.05.2024,Odd,Molde,0,4,0,0,1
2024,8,16.05.2024,Rosenborg,KFUM,1,3,0,0,1
2024,8,16.05.2024,Sarpsborg 08,HamKam,1,7,0,0,1
2024,8,16.05.2024,Viking,Lillestrøm,1,4,0,0,1
2024,9,20.05.2024,HamKam,Bodø/Glimt,1,0,1,0,0
2024,9,20.05.2024,KFUM,Odd,0,0,0,1,0
2024,9,20.05.2024,Kristiansund,Brann,2,2,0,1,0
2024,9,20.05.2024,Lillestrøm,Fredrikstad,0,3,0,0,1
2024,9,20.05.2024,Molde,Sarpsborg 08,2,4,0,0,1
2024,9,20.05.2024,Sandefjord Fotball,Viking,0,3,0,0,1
2024,9,20.05.2024,Strømsgodset,Haugesund,2,0,1,0,0
2024,9,20.05.2024,Tromsø,Rosenborg,3,2,1,0,0
2024,10,24.05.2024,Bodø/Glimt,KFUM,2,2,0,1,0
2024,10,25.05.2024,Fredrikstad,Tromsø,0,0,0,1,0
2024,10,26.05.2024,Haugesund,Sandefjord Fotball,2,1,1,0,0
2024,10,26.05.2024,Odd,Lillestrøm,2,1,1,0,0
2024,10,26.05.2024,Rosenborg,Kristiansund,2,1,1,0,0
2024,10,26.05.2024,Sarpsborg 08,Strømsgodset,1,3,0,0,1
2024,10,26.05.2024,Viking,HamKam,3,0,1,0,0
2024,10,26.05.2024,Brann,Molde,1,3,0,0,1
2024,11,01.06.2024,HamKam,Brann,1,2,0,0,1
2024,11,02.06.2024,Molde,Viking,2,2,0,1,0
2024,11,02.06.2024,Haugesund,Bodø/Glimt,0,1,0,0,1
2024,11,02.06.2024,KFUM,Sandefjord Fotball,3,3,0,1,0
2024,11,02.06.2024,Kristiansund,Sarpsborg 08,3,1,1,0,0
2024,11,02.06.2024,Strømsgodset,Odd,1,1,0,1,0
2024,11,02.06.2024,Tromsø,Lillestrøm,1,2,0,0,1
2024,11,02.06.2024,Rosenborg,Fredrikstad,1,1,0,1,0
2024,12,27.06.2024,Sandefjord Fotball,HamKam,1,2,0,0,1
2024,12,27.06.2024,Lillestrøm,KFUM,2,1,1,0,0
2024,12,28.06.2024,Brann,Strømsgodset,0,0,0,1,0
2024,12,28.06.2024,Odd,Kristiansund,1,1,0,1,0
2024,12,28.06.2024,Sarpsborg 08,Bodø/Glimt,1,2,0,0,1
2024,12,28.06.2024,Tromsø,Molde,0,2,0,0,1
2024,12,30.06.2024,Viking,Rosenborg,4,2,1,0,0
2024,12,14.08.2024,Fredrikstad,Haugesund,1,0,1,0,0
2024,13,07.07.2024,Bodø/Glimt,Brann,5,1,1,0,0
2024,13,07.07.2024,HamKam,Tromsø,0,0,0,1,0
2024,13,07.07.2024,Haugesund,Sarpsborg 08,1,2,0,0,1
2024,13,07.07.2024,KFUM,Viking,1,2,0,0,1
2024,13,07.07.2024,Molde,Lillestrøm,3,0,1,0,0
2024,13,07.07.2024,Rosenborg,Odd,2,1,1,0,0
2024,13,08.07.2024,Kristiansund,Fredrikstad,3,1,1,0,0
2024,13,08.07.2024,Strømsgodset,Sandefjord Fotball,1,1,0,1,0
2024,14,12.07.2024,Sarpsborg 08,Rosenborg,4,1,1,0,0
2024,14,13.07.2024,Fredrikstad,Molde,0,0,0,1,0
2024,14,13.07.2024,Lillestrøm,Strømsgodset,3,1,1,0,0
2024,14,13.07.2024,Odd,HamKam,1,2,0,0,1
2024,14,13.07.2024,Sandefjord Fotball,Bodø/Glimt,2,1,1,0,0
2024,14,13.07.2024,Viking,Kristiansund,2,0,1,0,0
2024,14,13.07.2024,Brann,Haugesund,1,1,0,1,0
2024,14,13.07.2024,Tromsø,KFUM,1,2,0,0,1
2024,15,19.07.2024,Bodø/Glimt,Odd,3,1,1,0,0
2024,15,20.07.2024,Sarpsborg 08,Brann,1,1,0,1,0
2024,15,20.07.2024,Molde,KFUM,2,3,0,0,1
2024,15,21.07.2024,Strømsgodset,Tromsø,0,1,0,0,1
2024,15,21.07.2024,HamKam,Fredrikstad,0,1,0,0,1
2024,15,21.07.2024,Haugesund,Viking,1,0,1,0,0
2024,15,21.08.2024,Rosenborg,Lillestrøm,4,0,1,0,0
2024,15,05.10.2024,Kristiansund,Sandefjord Fotball,2,1,1,0,0
2024,16,17.04.2024,Brann,HamKam,1,0,1,0,0
2024,16,27.07.2024,KFUM,Bodø/Glimt,1,1,0,1,0
2024,16,27.07.2024,Fredrikstad,Rosenborg,2,2,0,1,0
2024,16,28.07.2024,Lillestrøm,Sarpsborg 08,2,2,0,1,0
2024,16,28.07.2024,Odd,Strømsgodset,2,0,1,0,0
2024,16,28.07.2024,Sandefjord Fotball,Haugesund,4,3,1,0,0
2024,16,28.07.2024,Tromsø,Kristiansund,0,0,0,1,0
2024,16,28.07.2024,Viking,Molde,1,0,1,0,0
2024,17,17.04.2024,Molde,Odd,1,2,0,0,1
2024,17,03.08.2024,Bodø/Glimt,Haugesund,4,2,1,0,0
2024,17,04.08.2024,Fredrikstad,KFUM,0,0,0,1,0
2024,17,04.08.2024,HamKam,Viking,3,3,0,1,0
2024,17,04.08.2024,Kristiansund,Lillestrøm,2,1,1,0,0
2024,17,04.08.2024,Sarpsborg 08,Sandefjord Fotball,2,1,1,0,0
2024,17,04.08.2024,Strømsgodset,Brann,2,3,0,0,1
2024,17,04.08.2024,Rosenborg,Tromsø,1,0,1,0,0
2024,18,29.05.2024,Brann,Kristiansund,2,1,1,0,0
2024,18,29.05.2024,Tromsø,Fredrikstad,3,0,1,0,0
2024,18,09.08.2024,Sandefjord Fotball,Strømsgodset,2,2,0,1,0
2024,18,10.08.2024,Haugesund,HamKam,0,1,0,0,1
2024,18,10.08.2024,Viking,Bodø/Glimt,1,1,0,1,0
2024,18,11.08.2024,KFUM,Rosenborg,1,0,1,0,0
2024,18,11.08.2024,Odd,Sarpsborg 08,1,1,0,1,0
2024,18,11.08.2024,Lillestrøm,Molde,1,2,0,0,1
2024,19,29.05.2024,Bodø/Glimt,Sandefjord Fotball,1,1,0,1,0
2024,19,17.08.2024,Strømsgodset,Lillestrøm,3,2,1,0,0
2024,19,18.08.2024,Fredrikstad,Brann,0,4,0,0,1
2024,19,18.08.2024,HamKam,Odd,1,0,1,0,0
2024,19,18.08.2024,KFUM,Tromsø,0,1,0,0,1
2024,19,18.08.2024,Sarpsborg 08,Haugesund,2,2,0,1,0
2024,19,18.08.2024,Rosenborg,Viking,2,1,1,0,0
2024,19,18.09.2024,Kristiansund,Molde,0,4,0,0,1
2024,20,24.08.2024,Bodø/Glimt,Sarpsborg 08,6,0,1,0,0
2024,20,25.08.2024,Lillestrøm,Tromsø,0,1,0,0,1
2024,20,25.08.2024,Haugesund,Fredrikstad,1,0,1,0,0
2024,20,25.08.2024,Molde,HamKam,3,0,1,0,0
2024,20,25.08.2024,Sandefjord Fotball,Kristiansund,1,0,1,0,0
2024,20,25.08.2024,Viking,Strømsgodset,5,2,1,0,0
2024,20,25.08.2024,Odd,Rosenborg,1,3,0,0,1
2024,20,18.09.2024,Brann,KFUM,2,0,1,0,0
2024,21,30.08.2024,KFUM,Lillestrøm,2,0,1,0,0
2024,21,31.08.2024,Fredrikstad,Odd,2,0,1,0,0
2024,21,01.09.2024,HamKam,Sandefjord Fotball,1,1,0,1,0
2024,21,01.09.2024,Kristiansund,Haugesund,2,2,0,1,0
2024,21,01.09.2024,Rosenborg,Molde,2,1,1,0,0
2024,21,01.09.2024,Strømsgodset,Bodø/Glimt,0,1,0,0,1
2024,21,01.09.2024,Tromsø,Viking,2,2,0,1,0
2024,21,01.09.2024,Brann,Sarpsborg 08,1,3,0,0,1
2024,22,13.09.2024,Bodø/Glimt,HamKam,3,0,1,0,0
2024,22,14.09.2024,Viking,KFUM,1,0,1,0,0
2024,22,14.09.2024,Molde,Fredrikstad,6,1,1,0,0
2024,22,15.09.2024,Odd,Tromsø,1,0,1,0,0
2024,22,15.09.2024,Haugesund,Strømsgodset,0,0,0,1,0
2024,22,15.09.2024,Sandefjord Fotball,Brann,2,2,0,1,0
2024,22,15.09.2024,Sarpsborg 08,Kristiansund,0,2,0,0,1
2024,22,15.09.2024,Lillestrøm,Rosenborg,1,1,0,1,0
2024,23,21.09.2024,Strømsgodset,Sarpsborg 08,2,1,1,0,0
2024,23,21.09.2024,HamKam,Lillestrøm,5,0,1,0,0
2024,23,22.09.2024,Brann,Bodø/Glimt,4,1,1,0,0
2024,23,22.09.2024,Kristiansund,Odd,0,0,0,1,0
2024,23,22.09.2024,Rosenborg,Haugesund,4,0,1,0,0
2024,23,22.09.2024,Tromsø,Sandefjord Fotball,3,0,1,0,0
2024,23,22.09.2024,Fredrikstad,Viking,3,2,1,0,0
2024,23,23.09.2024,KFUM,Molde,1,1,0,1,0
2024,24,28.09.2024,Molde,Tromsø,5,3,1,0,0
2024,24,28.09.2024,Haugesund,Brann,0,1,0,0,1
2024,24,28.09.2024,Sarpsborg 08,Fredrikstad,0,1,0,0,1
2024,24,29.09.2024,Strømsgodset,HamKam,1,1,0,1,0
2024,24,29.09.2024,Bodø/Glimt,Kristiansund,4,0,1,0,0
2024,24,29.09.2024,Lillestrøm,Viking,1,4,0,0,1
2024,24,29.09.2024,Odd,KFUM,1,3,0,0,1
2024,24,29.09.2024,Sandefjord Fotball,Rosenborg,0,1,0,0,1
2024,25,19.10.2024,Molde,Sandefjord Fotball,0,1,0,0,1
2024,25,19.10.2024,Tromsø,Bodø/Glimt,0,0,0,1,0
2024,25,20.10.2024,Rosenborg,Brann,1,2,0,0,1
2024,25,20.10.2024,HamKam,Sarpsborg 08,0,2,0,0,1
2024,25,20.10.2024,KFUM,Haugesund,0,0,0,1,0
2024,25,20.10.2024,Kristiansund,Strømsgodset,0,0,0,1,0
2024,25,20.10.2024,Viking,Odd,3,3,0,1,0
2024,25,20.10.2024,Fredrikstad,Lillestrøm,2,1,1,0,0
2024,26,26.10.2024,Strømsgodset,Fredrikstad,2,0,1,0,0
2024,26,27.10.2024,HamKam,Kristiansund,1,0,1,0,0
2024,26,27.10.2024,Haugesund,Molde,0,3,0,0,1
2024,26,27.10.2024,Lillestrøm,Odd,3,0,1,0,0
2024,26,27.10.2024,Sandefjord Fotball,KFUM,2,1,1,0,0
2024,26,27.10.2024,Sarpsborg 08,Viking,1,2,0,0,1
2024,26,27.10.2024,Brann,Tromsø,4,0,1,0,0
2024,26,28.10.2024,Bodø/Glimt,Rosenborg,2,3,0,0,1
2024,27,02.11.2024,Viking,Sandefjord Fotball,3,2,1,0,0
2024,27,03.11.2024,Fredrikstad,Kristiansund,1,1,0,1,0
2024,27,03.11.2024,KFUM,Sarpsborg 08,1,2,0,0,1
2024,27,03.11.2024,Lillestrøm,Haugesund,0,1,0,0,1
2024,27,03.11.2024,Molde,Bodø/Glimt,3,3,0,1,0
2024,27,03.11.2024,Odd,Brann,0,3,0,0,1
2024,27,03.11.2024,Tromsø,HamKam,3,3,0,1,0
2024,27,03.11.2024,Rosenborg,Strømsgodset,1,0,1,0,0
2024,28,09.11.2024,Brann,Lillestrøm,2,1,1,0,0
2024,28,10.11.2024,HamKam,Rosenborg,0,2,0,0,1
2024,28,10.11.2024,Haugesund,Tromsø,2,0,1,0,0
2024,28,10.11.2024,Kristiansund,Viking,0,1,0,0,1
2024,28,10.11.2024,Sandefjord Fotball,Odd,1,0,1,0,0
2024,28,10.11.2024,Sarpsborg 08,Molde,2,2,0,1,0
2024,28,10.11.2024,Strømsgodset,KFUM,1,0,1,0,0
2024,28,10.11.2024,Bodø/Glimt,Fredrikstad,2,2,0,1,0
2024,29,23.11.2024,Fredrikstad,HamKam,1,0,1,0,0
2024,29,23.11.2024,KFUM,Kristiansund,1,2,0,0,1
2024,29,23.11.2024,Lillestrøm,Sandefjord Fotball,0,3,0,0,1
2024,29,23.11.2024,Molde,Brann,2,1,1,0,0
2024,29,23.11.2024,Odd,Bodø/Glimt,0,2,0,0,1
2024,29,23.11.2024,Rosenborg,Sarpsborg 08,1,1,0,1,0
2024,29,23.11.2024,Tromsø,Strømsgodset,2,0,1,0,0
2024,29,23.11.2024,Viking,Haugesund,5,1,1,0,0
2024,30,01.12.2024,Bodø/Glimt,Lillestrøm,5,2,1,0,0
2024,30,01.12.2024,Brann,Viking,1,1,0,1,0
2024,30,01.12.2024,HamKam,KFUM,0,2,0,0,1
2024,30,01.12.2024,Haugesund,Odd,2,1,1,0,0
2024,30,01.12.2024,Kristiansund,Rosenborg,0,4,0,0,1
2024,30,01.12.2024,Sandefjord Fotball,Fredrikstad,0,1,0,0,1
2024,30,01.12.2024,Sarpsborg 08,Tromsø,2,1,1,0,0
2024,30,01.12.2024,Strømsgodset,Molde,1,0,1,0,0
2019,1,30.03.2019,Odd,Brann,3,2,1,0,0
2019,1,30.03.2019,Vålerenga,Mjøndalen,2,0,1,0,0
2019,1,31.03.2019,Ranheim TF,Tromsø,1,2,0,0,1
2019,1,31.03.2019,Sarpsborg 08,Molde,1,1,0,1,0
2019,1,31.03.2019,Strømsgodset,Haugesund,3,2,1,0,0
2019,1,31.03.2019,Viking,Kristiansund,2,0,1,0,0
2019,1,31.03.2019,Bodø/Glimt,Rosenborg,2,0,1,0,0
2019,1,01.04.2019,Stabæk,Lillestrøm,1,1,0,1,0
2019,2,06.04.2019,Mjøndalen,Bodø/Glimt,4,5,0,0,1
2019,2,07.04.2019,Molde,Stabæk,3,0,1,0,0
2019,2,07.04.2019,Haugesund,Sarpsborg 08,1,1,0,1,0
2019,2,07.04.2019,Kristiansund,Vålerenga,2,0,1,0,0
2019,2,07.04.2019,Tromsø,Viking,0,2,0,0,1
2019,2,07.04.2019,Lillestrøm,Ranheim TF,2,1,1,0,0
2019,2,07.04.2019,Brann,Strømsgodset,1,1,0,1,0
2019,2,08.04.2019,Rosenborg,Odd,1,1,0,1,0
2019,3,12.04.2019,Strømsgodset,Mjøndalen,2,3,0,0,1
2019,3,13.04.2019,Viking,Brann,2,1,1,0,0
2019,3,14.04.2019,Ranheim TF,Haugesund,0,2,0,0,1
2019,3,14.04.2019,Odd,Kristiansund,2,0,1,0,0
2019,3,14.04.2019,Bodø/Glimt,Molde,3,2,1,0,0
2019,3,14.04.2019,Stabæk,Rosenborg,3,1,1,0,0
2019,3,14.04.2019,Sarpsborg 08,Lillestrøm,1,0,1,0,0
2019,3,14.04.2019,Vålerenga,Tromsø,4,1,1,0,0
2019,4,22.04.2019,Rosenborg,Strømsgodset,0,0,0,1,0
2019,4,22.04.2019,Haugesund,Stabæk,3,0,1,0,0
2019,4,22.04.2019,Kristiansund,Ranheim TF,0,0,0,1,0
2019,4,22.04.2019,Bodø/Glimt,Sarpsborg 08,1,1,0,1,0
2019,4,22.04.2019,Lillestrøm,Molde,0,2,0,0,1
2019,4,22.04.2019,Mjøndalen,Tromsø,1,1,0,1,0
2019,4,22.04.2019,Brann,Vålerenga,1,1,0,1,0
2019,4,23.04.2019,Odd,Viking,1,0,1,0,0
2019,5,27.04.2019,Sarpsborg 08,Mjøndalen,1,1,0,1,0
2019,5,28.04.2019,Ranheim TF,Viking,5,2,1,0,0
2019,5,28.04.2019,Tromsø,Brann,1,2,0,0,1
2019,5,28.04.2019,Lillestrøm,Haugesund,1,0,1,0,0
2019,5,28.04.2019,Strømsgodset,Kristiansund,2,3,0,0,1
2019,5,28.04.2019,Stabæk,Bodø/Glimt,2,0,1,0,0
2019,5,28.04.2019,Molde,Rosenborg,3,0,1,0,0
2019,5,29.04.2019,Vålerenga,Odd,1,0,1,0,0
2019,6,04.05.2019,Mjøndalen,Stabæk,1,0,1,0,0
2019,6,05.05.2019,Brann,Ranheim TF,0,1,0,0,1
2019,6,05.05.2019,Haugesund,Molde,1,2,0,0,1
2019,6,05.05.2019,Kristiansund,Tromsø,1,0,1,0,0
2019,6,05.05.2019,Odd,Strømsgodset,2,1,1,0,0
2019,6,05.05.2019,Bodø/Glimt,Lillestrøm,4,0,1,0,0
2019,6,05.05.2019,Rosenborg,Sarpsborg 08,1,0,1,0,0
2019,6,06.05.2019,Viking,Vålerenga,1,1,0,1,0
