season,round,date,home_team,away_team,home_goals,away_goals,home_win,draw,away_win
2019,7,11.05.2019,Lillestrøm,Rosenborg,1,1,0,1,0
2019,7,12.05.2019,Molde,Mjøndalen,1,0,1,0,0
2019,7,12.05.2019,Haugesund,Bodø/Glimt,1,1,0,1,0
2019,7,12.05.2019,Ranheim TF,Vålerenga,1,5,0,0,1
2019,7,12.05.2019,Sarpsborg 08,Kristiansund,0,1,0,0,1
2019,7,12.05.2019,Tromsø,Odd,1,2,0,0,1
2019,7,12.05.2019,Stabæk,Brann,0,1,0,0,1
2019,7,13.05.2019,Strømsgodset,Viking,0,0,0,1,0
2019,8,16.05.2019,Rosenborg,Haugesund,0,2,0,0,1
2019,8,16.05.2019,Brann,Sarpsborg 08,2,1,1,0,0
2019,8,16.05.2019,Kristiansund,Molde,3,2,1,0,0
2019,8,16.05.2019,Odd,Ranheim TF,1,0,1,0,0
2019,8,16.05.2019,Tromsø,Bodø/Glimt,1,2,0,0,1
2019,8,16.05.2019,Viking,Stabæk,3,0,1,0,0
2019,8,16.05.2019,Mjøndalen,Lillestrøm,2,2,0,1,0
2019,8,16.05.2019,Vålerenga,Strømsgodset,2,0,1,0,0
2019,9,19.05.2019,Rosenborg,Mjøndalen,3,2,1,0,0
2019,9,19.05.2019,Haugesund,Kristiansund,0,0,0,1,0
2019,9,19.05.2019,Sarpsborg 08,Ranheim TF,1,3,0,0,1
2019,9,19.05.2019,Lillestrøm,Odd,0,3,0,0,1
2019,9,19.05.2019,Strømsgodset,Tromsø,3,1,1,0,0
2019,9,19.05.2019,Bodø/Glimt,Brann,1,2,0,0,1
2019,9,20.05.2019,Molde,Viking,5,1,1,0,0
2019,9,14.08.2019,Stabæk,Vålerenga,1,1,0,1,0
2019,10,25.05.2019,Vålerenga,Lillestrøm,0,3,0,0,1
2019,10,26.05.2019,Ranheim TF,Strømsgodset,1,0,1,0,0
2019,10,26.05.2019,Tromsø,Molde,2,1,1,0,0
2019,10,26.05.2019,Mjøndalen,Haugesund,1,4,0,0,1
2019,10,26.05.2019,Brann,Rosenborg,0,1,0,0,1
2019,10,10.07.2019,Odd,Stabæk,2,1,1,0,0
2019,10,14.08.2019,Kristiansund,Bodø/Glimt,1,2,0,0,1
2019,10,14.08.2019,Viking,Sarpsborg 08,2,1,1,0,0
2019,11,15.06.2019,Haugesund,Brann,1,1,0,1,0
2019,11,16.06.2019,Molde,Ranheim TF,2,0,1,0,0
2019,11,16.06.2019,Sarpsborg 08,Odd,2,0,1,0,0
2019,11,16.06.2019,Bodø/Glimt,Strømsgodset,2,0,1,0,0
2019,11,16.06.2019,Lillestrøm,Viking,0,2,0,0,1
2019,11,16.06.2019,Mjøndalen,Kristiansund,1,1,0,1,0
2019,11,16.06.2019,Rosenborg,Vålerenga,3,0,1,0,0
2019,11,17.06.2019,Stabæk,Tromsø,0,1,0,0,1
2019,12,22.06.2019,Strømsgodset,Molde,0,4,0,0,1
2019,12,23.06.2019,Vålerenga,Sarpsborg 08,1,1,0,1,0
2019,12,23.06.2019,Kristiansund,Stabæk,0,1,0,0,1
2019,12,23.06.2019,Ranheim TF,Mjøndalen,1,1,0,1,0
2019,12,23.06.2019,Odd,Haugesund,3,1,1,0,0
2019,12,23.06.2019,Tromsø,Rosenborg,1,0,1,0,0
2019,12,23.06.2019,Viking,Bodø/Glimt,3,4,0,0,1
2019,12,23.06.2019,Brann,Lillestrøm,1,0,1,0,0
2019,13,29.06.2019,Rosenborg,Kristiansund,1,0,1,0,0
2019,13,30.06.2019,Haugesund,Vålerenga,1,4,0,0,1
2019,13,30.06.2019,Bodø/Glimt,Odd,3,0,1,0,0
2019,13,30.06.2019,Lillestrøm,Tromsø,4,0,1,0,0
2019,13,30.06.2019,Stabæk,Ranheim TF,0,0,0,1,0
2019,13,30.06.2019,Mjøndalen,Viking,1,1,0,1,0
2019,13,30.06.2019,Molde,Brann,1,1,0,1,0
2019,13,01.07.2019,Sarpsborg 08,Strømsgodset,2,2,0,1,0
2019,14,04.07.2019,Ranheim TF,Rosenborg,2,3,0,0,1
2019,14,05.07.2019,Brann,Mjøndalen,0,0,0,1,0
2019,14,05.07.2019,Kristiansund,Lillestrøm,5,2,1,0,0
2019,14,05.07.2019,Vålerenga,Bodø/Glimt,6,0,1,0,0
2019,14,05.07.2019,Odd,Molde,2,2,0,1,0
2019,14,05.07.2019,Tromsø,Sarpsborg 08,2,0,1,0,0
2019,14,05.07.2019,Strømsgodset,Stabæk,0,2,0,0,1
2019,14,05.07.2019,Viking,Haugesund,0,0,0,1,0
2019,15,10.04.2019,Molde,Vålerenga,4,1,1,0,0
2019,15,10.04.2019,Brann,Kristiansund,2,1,1,0,0
2019,15,13.07.2019,Rosenborg,Viking,5,1,1,0,0
2019,15,13.07.2019,Bodø/Glimt,Ranheim TF,5,1,1,0,0
2019,15,14.07.2019,Haugesund,Tromsø,5,1,1,0,0
2019,15,14.07.2019,Mjøndalen,Odd,2,0,1,0,0
2019,15,14.07.2019,Lillestrøm,Strømsgodset,2,1,1,0,0
2019,15,15.07.2019,Stabæk,Sarpsborg 08,3,3,0,1,0
2019,16,03.08.2019,Sarpsborg 08,Rosenborg,1,1,0,1,0
2019,16,03.08.2019,Odd,Lillestrøm,2,1,1,0,0
2019,16,04.08.2019,Ranheim TF,Brann,0,3,0,0,1
2019,16,04.08.2019,Tromsø,Mjøndalen,2,2,0,1,0
2019,16,04.08.2019,Stabæk,Haugesund,1,1,0,1,0
2019,16,04.08.2019,Viking,Molde,0,2,0,0,1
2019,16,04.08.2019,Vålerenga,Kristiansund,1,1,0,1,0
2019,16,05.08.2019,Strømsgodset,Bodø/Glimt,1,3,0,0,1
2019,17,21.07.2019,Brann,Stabæk,2,1,1,0,0
2019,17,21.07.2019,Molde,Sarpsborg 08,2,1,1,0,0
2019,17,10.08.2019,Rosenborg,Tromsø,5,2,1,0,0
2019,17,11.08.2019,Haugesund,Ranheim TF,0,1,0,0,1
2019,17,11.08.2019,Kristiansund,Odd,1,1,0,1,0
2019,17,11.08.2019,Bodø/Glimt,Viking,2,1,1,0,0
2019,17,11.08.2019,Strømsgodset,Vålerenga,3,2,1,0,0
2019,17,12.08.2019,Lillestrøm,Mjøndalen,3,2,1,0,0
2019,18,17.08.2019,Odd,Rosenborg,1,1,0,1,0
2019,18,18.08.2019,Stabæk,Kristiansund,2,0,1,0,0
2019,18,18.08.2019,Vålerenga,Haugesund,1,2,0,0,1
2019,18,18.08.2019,Ranheim TF,Molde,2,3,0,0,1
2019,18,18.08.2019,Tromsø,Lillestrøm,1,1,0,1,0
2019,18,18.08.2019,Mjøndalen,Brann,2,1,1,0,0
2019,18,18.08.2019,Viking,Strømsgodset,4,0,1,0,0
2019,18,19.08.2019,Sarpsborg 08,Bodø/Glimt,1,1,0,1,0
2019,19,24.08.2019,Rosenborg,Stabæk,3,2,1,0,0
2019,19,25.08.2019,Molde,Odd,2,2,0,1,0
2019,19,25.08.2019,Brann,Tromsø,2,3,0,0,1
2019,19,25.08.2019,Haugesund,Lillestrøm,0,2,0,0,1
2019,19,25.08.2019,Kristiansund,Mjøndalen,4,0,1,0,0
2019,19,25.08.2019,Viking,Ranheim TF,2,2,0,1,0
2019,19,25.08.2019,Strømsgodset,Sarpsborg 08,2,1,1,0,0
2019,19,26.08.2019,Bodø/Glimt,Vålerenga,4,0,1,0,0
2019,20,30.08.2019,Odd,Bodø/Glimt,3,1,1,0,0
2019,20,31.08.2019,Stabæk,Strømsgodset,2,1,1,0,0
2019,20,01.09.2019,Ranheim TF,Kristiansund,1,2,0,0,1
2019,20,01.09.2019,Sarpsborg 08,Viking,2,2,0,1,0
2019,20,01.09.2019,Tromsø,Haugesund,2,2,0,1,0
2019,20,01.09.2019,Lillestrøm,Brann,1,3,0,0,1
2019,20,01.09.2019,Mjøndalen,Molde,1,3,0,0,1
2019,20,01.09.2019,Vålerenga,Rosenborg,1,1,0,1,0
2019,21,14.09.2019,Rosenborg,Lillestrøm,3,1,1,0,0
2019,21,15.09.2019,Molde,Tromsø,3,0,1,0,0
2019,21,15.09.2019,Haugesund,Mjøndalen,0,0,0,1,0
2019,21,15.09.2019,Bodø/Glimt,Stabæk,3,3,0,1,0
2019,21,15.09.2019,Strømsgodset,Ranheim TF,1,0,1,0,0
2019,21,15.09.2019,Viking,Odd,2,0,1,0,0
2019,21,15.09.2019,Kristiansund,Brann,1,0,1,0,0
2019,21,16.09.2019,Sarpsborg 08,Vålerenga,1,0,1,0,0
2019,22,21.09.2019,Brann,Haugesund,0,0,0,1,0
2019,22,22.09.2019,Vålerenga,Viking,0,4,0,0,1
2019,22,22.09.2019,Ranheim TF,Bodø/Glimt,1,1,0,1,0
2019,22,22.09.2019,Odd,Sarpsborg 08,3,0,1,0,0
2019,22,22.09.2019,Tromsø,Strømsgodset,0,1,0,0,1
2019,22,22.09.2019,Lillestrøm,Kristiansund,1,1,0,1,0
2019,22,22.09.2019,Mjøndalen,Rosenborg,1,2,0,0,1
2019,22,23.09.2019,Stabæk,Molde,1,2,0,0,1
2019,23,28.09.2019,Rosenborg,Brann,0,0,0,1,0
2019,23,29.09.2019,Molde,Lillestrøm,2,1,1,0,0
2019,23,29.09.2019,Kristiansund,Haugesund,2,2,0,1,0
2019,23,29.09.2019,Vålerenga,Ranheim TF,1,1,0,1,0
2019,23,29.09.2019,Sarpsborg 08,Stabæk,0,0,0,1,0
2019,23,29.09.2019,Strømsgodset,Odd,2,3,0,0,1
2019,23,29.09.2019,Bodø/Glimt,Tromsø,4,0,1,0,0
2019,23,30.09.2019,Viking,Mjøndalen,4,1,1,0,0
2019,24,04.10.2019,Mjøndalen,Strømsgodset,1,1,0,1,0
2019,24,05.10.2019,Odd,Vålerenga,1,1,0,1,0
2019,24,06.10.2019,Haugesund,Rosenborg,2,1,1,0,0
2019,24,06.10.2019,Ranheim TF,Sarpsborg 08,0,2,0,0,1
2019,24,06.10.2019,Tromsø,Kristiansund,5,0,1,0,0
2019,24,06.10.2019,Lillestrøm,Bodø/Glimt,0,0,0,1,0
2019,24,06.10.2019,Stabæk,Viking,0,0,0,1,0
2019,24,06.10.2019,Brann,Molde,0,0,0,1,0
2019,25,19.10.2019,Kristiansund,Rosenborg,2,2,0,1,0
2019,25,19.10.2019,Vålerenga,Stabæk,0,2,0,0,1
2019,25,20.10.2019,Molde,Haugesund,3,1,1,0,0
2019,25,20.10.2019,Ranheim TF,Odd,4,1,1,0,0
2019,25,20.10.2019,Strømsgodset,Lillestrøm,1,1,0,1,0
2019,25,20.10.2019,Viking,Tromsø,2,1,1,0,0
2019,25,20.10.2019,Sarpsborg 08,Brann,1,1,0,1,0
2019,25,21.10.2019,Bodø/Glimt,Mjøndalen,0,0,0,1,0
2019,26,26.10.2019,Lillestrøm,Vålerenga,0,0,0,1,0
2019,26,27.10.2019,Haugesund,Strømsgodset,2,2,0,1,0
2019,26,27.10.2019,Kristiansund,Viking,4,2,1,0,0
2019,26,27.10.2019,Tromsø,Ranheim TF,4,2,1,0,0
2019,26,27.10.2019,Stabæk,Odd,0,0,0,1,0
2019,26,27.10.2019,Mjøndalen,Sarpsborg 08,0,0,0,1,0
2019,26,27.10.2019,Rosenborg,Molde,3,1,1,0,0
2019,26,28.10.2019,Brann,Bodø/Glimt,1,1,0,1,0
2019,27,01.11.2019,Strømsgodset,Rosenborg,3,3,0,1,0
2019,27,02.11.2019,Molde,Kristiansund,2,0,1,0,0
2019,27,03.11.2019,Ranheim TF,Stabæk,0,2,0,0,1
2019,27,03.11.2019,Sarpsborg 08,Tromsø,3,2,1,0,0
2019,27,03.11.2019,Bodø/Glimt,Haugesund,2,2,0,1,0
2019,27,03.11.2019,Viking,Lillestrøm,3,0,1,0,0
2019,27,03.11.2019,Vålerenga,Brann,1,0,1,0,0
2019,27,04.11.2019,Odd,Mjøndalen,3,2,1,0,0
2019,28,08.11.2019,Brann,Odd,1,0,1,0,0
2019,28,09.11.2019,Haugesund,Viking,1,0,1,0,0
2019,28,10.11.2019,Molde,Strømsgodset,4,0,1,0,0
2019,28,10.11.2019,Kristiansund,Sarpsborg 08,4,0,1,0,0
2019,28,10.11.2019,Tromsø,Vålerenga,0,0,0,1,0
2019,28,10.11.2019,Lillestrøm,Stabæk,1,3,0,0,1
2019,28,10.11.2019,Mjøndalen,Ranheim TF,3,1,1,0,0
2019,28,10.11.2019,Rosenborg,Bodø/Glimt,3,2,1,0,0
2019,29,24.11.2019,Vålerenga,Molde,2,4,0,0,1
2019,29,24.11.2019,Ranheim TF,Lillestrøm,2,1,1,0,0
2019,29,24.11.2019,Sarpsborg 08,Haugesund,1,1,0,1,0
2019,29,24.11.2019,Odd,Tromsø,2,1,1,0,0
2019,29,24.11.2019,Bodø/Glimt,Kristiansund,3,0,1,0,0
2019,29,24.11.2019,Strømsgodset,Brann,6,0,1,0,0
2019,29,24.11.2019,Stabæk,Mjøndalen,4,2,1,0,0
2019,29,24.11.2019,Viking,Rosenborg,2,2,0,1,0
2019,30,01.12.2019,Rosenborg,Ranheim TF,3,2,1,0,0
2019,30,01.12.2019,Molde,Bodø/Glimt,4,2,1,0,0
2019,30,01.12.2019,Brann,Viking,1,5,0,0,1
2019,30,01.12.2019,Haugesund,Odd,4,1,1,0,0
2019,30,01.12.2019,Kristiansund,Strømsgodset,1,2,0,0,1
2019,30,01.12.2019,Tromsø,Stabæk,1,1,0,1,0
2019,30,01.12.2019,Lillestrøm,Sarpsborg 08,0,0,0,1,0
2019,30,01.12.2019,Mjøndalen,Vålerenga,1,0,1,0,0
